Name,Image URL,Price,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Dimensions,Volume
Fractal Design Pop Air,//cdna.pcpartpicker.com/static/forever/images/product/1d7438dfe855e147c0e8b3f235453b2b.256p.jpg,$79.97 ,Fractal Design,FD-C-POA1A-02,ATX Mid Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","405 mm / 15.945""","2 x External 5.25"", 2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"473.5 mm x 215 mm x 454 mm, 18.642"" x 8.465"" x 17.874""","46.218 L, 1.632 ft³"
Corsair 7000D AIRFLOW,//cdna.pcpartpicker.com/static/forever/images/product/aa86351c8df24a48c98e7a14f50631a3.256p.jpg,$229.99 ,Corsair,CC-9011218WW,ATX Full Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","450 mm / 17.717""","6 x Internal 3.5"", 3 x Internal 2.5""",8 x Full-Height,"550 mm x 248 mm x 600 mm, 21.654"" x 9.764"" x 23.622""","81.84 L, 2.89 ft³"
Deepcool CC360 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/168a450fb85f2a08436623e3818b31af.256p.jpg,$59.99 ,Deepcool,"R-CC360-BKAPM3-G-1, CC360 ARGB",MicroATX Mini Tower,Black,None,Tinted Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","320 mm / 12.598""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"418 mm x 215 mm x 431 mm, 16.457"" x 8.465"" x 16.969""","38.734 L, 1.368 ft³"
NZXT H9 Elite,//cdna.pcpartpicker.com/static/forever/images/product/b1bef448b0e5397e703971eef3a08e40.256p.jpg,$222.99 ,NZXT,CM-H91EW-01,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","435 mm / 17.126""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"466 mm x 290 mm x 495 mm, 18.346"" x 11.417"" x 19.488""","66.894 L, 2.362 ft³"
Lian Li A4-H20 X4,//cdna.pcpartpicker.com/static/forever/images/product/5976fcee24c589859552a9f087690430.256p.jpg,$154.99 ,Lian Li,"A4-H20 X4, A4-H20 X4 Black, A4-H2O X4 Black, A4-H2O X4, G99.A4H2OX4.00",Mini ITX Desktop,Black,None,Mesh,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"322 mm / 12.677""","1 x Internal 2.5""",3 x Full-Height,"326 mm x 140 mm x 244 mm, 12.835"" x 5.512"" x 9.606""","11.136 L, 0.393 ft³"
Fractal Design Pop XL Air,//cdna.pcpartpicker.com/static/forever/images/product/048e9d2f829061df55885fb8eabd5952.256p.jpg,$109.97 ,Fractal Design,FD-C-POR1X-06,ATX Full Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, EATX, Micro ATX, Mini ITX","455 mm / 17.913""","2 x External 5.25"", 3 x Internal 3.5"", 2 x Internal 2.5""",8 x Full-Height,"522 mm x 230 mm x 520 mm, 20.551"" x 9.055"" x 20.472""","62.431 L, 2.205 ft³"
Cooler Master MasterBox NR200P,https://m.media-amazon.com/images/I/41dtkS1rfAL.jpg,,Cooler Master,MCB-NR200P-KGNN-S00,Mini ITX Desktop,Black,None,Tempered Glass,No,USB 3.2 Gen 1 Type-A,"Mini ITX, Mini DTX","330 mm / 12.992""","2 x Internal 3.5"", 1 x Internal 2.5""","3 x Full-Height, 2 x Full-Height via Riser","376 mm x 185 mm x 292 mm, 14.803"" x 7.283"" x 11.496""","20.312 L, 0.717 ft³"
HYTE Y60 Snow White,//cdna.pcpartpicker.com/static/forever/images/product/057519c92f6acc11679400bd763c86f5.256p.jpg,$179.99 ,HYTE,CS-HYTE-Y60-WW,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","375 mm / 14.764""","2 x Internal 3.5""","6 x Half-Height, 3 x Full-Height via Riser",,
Montech AIR 100 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/aa5e572736881740bec953f14e71ac4a.256p.jpg,$66.98 ,Montech,"AIR 100 ARGB White, K006, AIR-100-ARGB-WH, K21004160004, AIR 100 ARGB (W)",MicroATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","330 mm / 12.992""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"405 mm x 210 mm x 425 mm, 15.945"" x 8.268"" x 16.732""","36.146 L, 1.276 ft³"
Lian Li O11 Dynamic Mini,//cdna.pcpartpicker.com/static/forever/images/product/c067673d9018218168704cc6ed3b10df.256p.jpg,$112.51 ,Lian Li,"O11D Mini-X, PC-O11DMI-X",ATX Mid Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","370 mm / 14.567""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"420 mm x 269.5 mm x 380 mm, 16.535"" x 10.61"" x 14.961""","43.012 L, 1.519 ft³"
Fractal Design North,//cdna.pcpartpicker.com/static/forever/images/product/b27a7e4bc53387580b31da81c7df34ab.256p.jpg,$139.99 ,Fractal Design,FD-C-NOR1C-04,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","300 mm / 11.811"" With Drive Cages, 355 mm / 13.976"" Without Drive Cages","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"447 mm x 215 mm x 469 mm, 17.598"" x 8.465"" x 18.465""","45.073 L, 1.592 ft³"
Zalman S2,//cdna.pcpartpicker.com/static/forever/images/product/57709fd32c80825278a1956146554862.256p.jpg,$52.99 ,Zalman,S2,ATX Mid Tower,Black,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","330 mm / 12.992""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"424 mm x 196 mm x 462 mm, 16.693"" x 7.717"" x 18.189""","38.394 L, 1.356 ft³"
Lian Li O11 Dynamic EVO XL,//cdna.pcpartpicker.com/static/forever/images/product/dfc47937e6bd43628ec6ed2034d2e0ab.256p.jpg,$229.99 ,Lian Li,O11DEXL-W,ATX Full Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","460 mm / 18.11""","4 x Internal 3.5"", 3 x Internal 2.5""",8 x Full-Height,"522 mm x 304 mm x 531.9 mm, 20.551"" x 11.969"" x 20.941""","84.406 L, 2.981 ft³"
Asus Prime AP201,//cdna.pcpartpicker.com/static/forever/images/product/338a79373c466a21f2c6411ff52e0381.256p.jpg,$84.99 ,Asus,"AP201/WHT/MESH//, 90DC00G3-B39000, PRIME-AP201-WH",MicroATX Mini Tower,White,None,Mesh,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","Micro ATX, Mini ITX","338 mm / 13.307""","3 x Internal 3.5"", 1 x Internal 2.5""",4 x Full-Height,"350 mm x 205 mm x 460 mm, 13.78"" x 8.071"" x 18.11""","33.005 L, 1.166 ft³"
be quiet! Pure Base 500DX,//cdna.pcpartpicker.com/static/forever/images/product/f0f421e3fc3867493483981e8171cdc6.256p.jpg,$89.90 ,be quiet!,BGW37,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","369 mm / 14.528""","2 x Internal 3.5"", 5 x Internal 2.5""",7 x Full-Height,"450 mm x 232 mm x 463 mm, 17.717"" x 9.134"" x 18.228""","48.337 L, 1.707 ft³"
DIYPC MA08,//cdna.pcpartpicker.com/static/forever/images/product/dae63db0755077161841d0654c4da10e.256p.jpg,$35.96 ,DIYPC,MA08-BK,MicroATX Mini Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A",Micro ATX,"315 mm / 12.402""","1 x External 5.25"", 1 x External 3.5"", 1 x Internal 3.5""",4 x Full-Height,"335 mm x 172 mm x 355 mm, 13.189"" x 6.772"" x 13.976""","20.455 L, 0.722 ft³"
Lian Li LANCOOL 216,//cdna.pcpartpicker.com/static/forever/images/product/dc1a8a0fc34540a759fcee0a553949e0.256p.jpg,$94.00 ,Lian Li,"LANCOOL 216X, G99.LAN216X.00",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","392 mm / 15.433""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"480.9 mm x 235 mm x 491.7 mm, 18.933"" x 9.252"" x 19.358""","55.568 L, 1.962 ft³"
BitFenix Nova Mesh M ARGB,//cdna.pcpartpicker.com/static/forever/images/product/5d37abde46573441b53d2e1e38730175.256p.jpg,$57.90 ,BitFenix,"NSM-150-KKGSK-3A, BFC-NSM-150-KKGSK-3A",MicroATX Mini Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","345 mm / 13.583""","2 x Internal 3.5"", 3 x Internal 2.5""",4 x Full-Height,"400 mm x 205 mm x 385 mm, 15.748"" x 8.071"" x 15.157""","31.57 L, 1.115 ft³"
Lian Li O11D EVO RGB,//cdna.pcpartpicker.com/static/forever/images/product/91cbef8ecb9206268c9c7e78461e4262.256p.jpg,$159.99 ,Lian Li,O11DERGBW,ATX Mid Tower,White,None,Tempered Glass,No,"USB 3.2 Gen 1 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","455.7 mm / 17.941""","4 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"478 mm x 290 mm x 471 mm, 18.819"" x 11.417"" x 18.543""","65.29 L, 2.306 ft³"
Cooler Master MasterBox NR200P V2,//cdna.pcpartpicker.com/static/forever/images/product/bf0023fb357f037c354139e56a95aa4d.256p.jpg,$119.99 ,Cooler Master,"NR200P V2, NR200PV2-KCNN-S00",Mini ITX Desktop,Black,None,Mesh,No,"USB 3.2 Gen 2x2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"356 mm / 14.016""","1 x Internal 2.5"", 1 x Internal 3.5""",3 x Full-Height via Riser,"372 mm x 185 mm x 292 mm, 14.646"" x 7.283"" x 11.496""","20.095 L, 0.71 ft³"
Asus Prime AP201,//cdna.pcpartpicker.com/static/forever/images/product/b2d02589e75ecfdb273903f5cd607b0e.256p.jpg,$69.98 ,Asus,"PRIME-AP201-TG-BK, 90DC00G0-B39010, PRIME AP201-BK TG, AP201/BLK/TG//",MicroATX Mini Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","Micro ATX, Mini ITX","338 mm / 13.307""","3 x Internal 3.5"", 1 x Internal 2.5""",4 x Full-Height,"350 mm x 205 mm x 460 mm, 13.78"" x 8.071"" x 18.11""","33.005 L, 1.166 ft³"
Corsair iCUE 4000D RGB AIRFLOW,//cdna.pcpartpicker.com/static/forever/images/product/7429a209ece7eda0e02c11ba86aefbf4.256p.jpg,$149.99 ,Corsair,CC-9011240-WW,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","360 mm / 14.173""","2 x Internal 3.5"", 2 x Internal 2.5""","7 x Full-Height, 2 x Full-Height via Riser","453 mm x 230 mm x 466 mm, 17.835"" x 9.055"" x 18.346""","48.553 L, 1.715 ft³"
Fractal Design Ridge PCIe 4.0,https://m.media-amazon.com/images/I/31bjjZkjSOL.jpg,$129.99 ,Fractal Design,FD-C-RID1N-11,Mini ITX Tower,Black,None,Mesh,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"325 mm / 12.795""","4 x Internal 2.5""",3 x Full-Height via Riser,"374 mm x 110 mm x 395 mm, 14.724"" x 4.331"" x 15.551""","16.25 L, 0.574 ft³"
Montech AIR 903 BASE,https://m.media-amazon.com/images/I/51Q-DxSXVxL.jpg,$57.00 ,Montech,"AIR 903 BASE (W), AIR 903 BASE W",ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"478 mm x 230 mm x 493 mm, 18.819"" x 9.055"" x 19.409""","54.2 L, 1.914 ft³"
Fractal Design Terra,//cdna.pcpartpicker.com/static/forever/images/product/45f93e757b99ed190cc286efeb777c1b.256p.jpg,$179.99 ,Fractal Design,FD-C-TER1N-02,Mini ITX Desktop,Silver / Brown,None,Mesh,No,"USB 3.2 Gen 2x2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"322 mm / 12.677""","2 x Internal 2.5""",3 x Full-Height via Riser,"343 mm x 153 mm x 218 mm, 13.504"" x 6.024"" x 8.583""","11.44 L, 0.404 ft³"
NZXT H5 Flow RGB,//cdna.pcpartpicker.com/static/forever/images/product/6ccc496a3d9459eb42f316140f027b64.256p.jpg,$99.99 ,NZXT,CC-H51FW-R1,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","365 mm / 14.37""","1 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"446 mm x 227 mm x 464 mm, 17.559"" x 8.937"" x 18.268""","46.976 L, 1.659 ft³"
Enermax MarbleShell M MS20 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/c8761dcc50f9bc29a3687980922b6801.256p.jpg,,Enermax,ECA-MS20-BB-ARGB,MicroATX Mini Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","368 mm / 14.488""","2 x Internal 3.5"", 4 x Internal 2.5""",4 x Full-Height,,
SAMA IM01,//cdna.pcpartpicker.com/static/forever/images/product/87dbfe1f1a567098dfe4b3754488f9f9.256p.jpg,$55.90 ,SAMA,IM01,MicroATX Mini Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","335 mm / 13.189""","5 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"391 mm x 185 mm x 303 mm, 15.394"" x 7.283"" x 11.929""","21.918 L, 0.774 ft³"
Deepcool MATREXX 40 3FS,//cdna.pcpartpicker.com/static/forever/images/product/43788295d3aec0af00572e8766dcb492.256p.jpg,,Deepcool,"DP-MATX-MATREXX40-3FS, MATREXX 40 3FS",MicroATX Mini Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","320 mm / 12.598""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,,
NZXT H510,//cdna.pcpartpicker.com/static/forever/images/product/cddea328a7447afc83e6b561f9448abb.256p.jpg,$98.98 ,NZXT,CA-H510B-B1,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","381 mm / 15"" With Drive Cages, 381 mm / 15"" Without Drive Cages","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"428 mm x 210 mm x 460 mm, 16.85"" x 8.268"" x 18.11""","41.345 L, 1.46 ft³"
Lian Li O11 Air Mini,//cdna.pcpartpicker.com/static/forever/images/product/fa0752303b39c0affe2244992c585515.256p.jpg,$102.99 ,Lian Li,"O11AMX, O11AMX-MINI, O11 AIR MINI BLACK, PC-O11 AMX",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","362 mm / 14.252""","4 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"400 mm x 288 mm x 384 mm, 15.748"" x 11.339"" x 15.118""","44.237 L, 1.562 ft³"
Deepcool MACUBE 110,//cdna.pcpartpicker.com/static/forever/images/product/f7187d56d56fc6f4c45f3d5a9c764dd9.256p.jpg,$61.31 ,Deepcool,"R-MACUBE110-BKNGM1N-G-1, DP-R-MACUBE110-BKNGM1N-G-1",MicroATX Mini Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","320 mm / 12.598""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"400 mm x 225 mm x 431 mm, 15.748"" x 8.858"" x 16.969""","38.79 L, 1.37 ft³"
Lian Li LANCOOL 216,//cdna.pcpartpicker.com/static/forever/images/product/f4d776081b676d3dbf78ac6db48be9d6.256p.jpg,$94.49 ,Lian Li,"LANCOOL 216RW, G99.LAN216RW.00, PC-LAN216RW",ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","392 mm / 15.433""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"480.9 mm x 235 mm x 491.7 mm, 18.933"" x 9.252"" x 19.358""","55.568 L, 1.962 ft³"
Cooler Master Cosmos Infinity 30th Anniversary,//cdna.pcpartpicker.com/static/forever/images/product/6b27c80bf4bba421ac7530bccc95c4e8.256p.jpg,$572.85 ,Cooler Master,"MCC-C700M-KHNN-S30, MCC-C700M-KHNN-SL1",ATX Full Tower,Black / Silver,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","490 mm / 19.291""","2 x Internal 3.5"", 3 x Internal 2.5""",8 x Full-Height,"650 mm x 306 mm x 651 mm, 25.591"" x 12.047"" x 25.63""","129.484 L, 4.573 ft³"
HYTE Y70,//cdna.pcpartpicker.com/static/forever/images/product/e3d7a1d651e10ee06ee3aae4eda51f05.256p.jpg,$209.99 ,HYTE,CS-HYTE-Y70-B,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","390 mm / 15.354""","2 x Internal 3.5""","7 x Half-Height, 4 x Full-Height via Riser","470 mm x 320 mm x 470 mm, 18.504"" x 12.598"" x 18.504""","70.688 L, 2.496 ft³"
Deepcool CH370,//cdna.pcpartpicker.com/static/forever/images/product/80dc517a0ad9fc019bf94f0b65f52490.256p.jpg,$59.99 ,Deepcool,"R-CH370-WHNAM1-G-1, CH370 WH",MicroATX Mid Tower,White,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","320 mm / 12.598""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"413 mm x 215 mm x 431 mm, 16.26"" x 8.465"" x 16.969""","38.271 L, 1.352 ft³"
Fractal Design North,https://m.media-amazon.com/images/I/41O+WwRauuL.jpg,$139.99 ,Fractal Design,FD-C-NOR1C-01,ATX Mid Tower,Black,None,Mesh,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","300 mm / 11.811"" With Drive Cages, 355 mm / 13.976"" Without Drive Cages","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"447 mm x 215 mm x 469 mm, 17.598"" x 8.465"" x 18.465""","45.073 L, 1.592 ft³"
MSI MAG FORGE 112R,//cdna.pcpartpicker.com/static/forever/images/product/aefeec218209f404108ca1fb06870d9a.256p.jpg,$89.00 ,MSI,"MAG FORGE 112R, 306-7G16X23-809",ATX Mid Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","330 mm / 12.992""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"409 mm x 214 mm x 485 mm, 16.102"" x 8.425"" x 19.094""","42.45 L, 1.499 ft³"
HYTE Y40,//cdna.pcpartpicker.com/static/forever/images/product/cb6d152b7ecc66262a7f50424834fae0.256p.jpg,$99.99 ,HYTE,CS-HYTE-Y40-B,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","422 mm / 16.614""","1 x Internal 3.5""","6 x Half-Height, 4 x Full-Height via Riser","472 mm x 240 mm x 439 mm, 18.583"" x 9.449"" x 17.283""","49.73 L, 1.756 ft³"
NZXT H5 Elite,//cdna.pcpartpicker.com/static/forever/images/product/1b51391b69260eb2c1d9d53aa2eeb555.256p.jpg,$104.95 ,NZXT,CC-H51EB-01,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","365 mm / 14.37""","1 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"446 mm x 227 mm x 464 mm, 17.559"" x 8.937"" x 18.268""","46.976 L, 1.659 ft³"
Fractal Design Core 1000 USB 3.0,//cdna.pcpartpicker.com/static/forever/images/product/a71b87c93a953bcd78a4d1f1fca14760.256p.jpg,$35.98 ,Fractal Design,FD-CA-CORE-1000-USB3-BL,MicroATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX, Mini DTX","210 mm / 8.268"" With Drive Cages, 350 mm / 13.78"" Without Drive Cages","2 x External 5.25"", 2 x Internal 3.5""",4 x Full-Height,"419 mm x 174 mm x 354 mm, 16.496"" x 6.85"" x 13.937""","25.809 L, 0.911 ft³"
Cooler Master MasterBox Q300L,//cdna.pcpartpicker.com/static/forever/images/product/ee3e65f495762c73e41f6813f329d331.256p.jpg,$46.98 ,Cooler Master,MCB-Q300L-WANN-S00,MicroATX Mini Tower,White,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","360 mm / 14.173""","1 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"387 mm x 230 mm x 378 mm, 15.236"" x 9.055"" x 14.882""","33.646 L, 1.188 ft³"
Lian Li LANCOOL 205M MESH,https://m.media-amazon.com/images/I/41u7EeFLLVL.jpg,$79.98 ,Lian Li,"G99.OE744MX.10AM, G99.OE744MX.10, LANCOOL 205M MESH BLACK, LANCOOL205MMB",MicroATX Mini Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","350 mm / 13.78""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"402.5 mm x 210 mm x 400 mm, 15.846"" x 8.268"" x 15.748""","33.81 L, 1.194 ft³"
Corsair 2000D AIRFLOW,//cdna.pcpartpicker.com/static/forever/images/product/d517321b70d83d388f4ab5c86af1a888.256p.jpg,$84.99 ,Corsair,CC-9011244-WW,Mini ITX Tower,Black,None,Mesh,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"365 mm / 14.37""","3 x Internal 2.5""",3 x Full-Height,"271 mm x 200 mm x 458 mm, 10.669"" x 7.874"" x 18.031""","24.824 L, 0.877 ft³"
Phanteks NV5,//cdna.pcpartpicker.com/static/forever/images/product/d9b162fbc6246bb87268d502128062dc.256p.jpg,$109.99 ,Phanteks,PH-NV523TG_DMW01,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","440 mm / 17.323""","3 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"477 mm x 239 mm x 528 mm, 18.78"" x 9.409"" x 20.787""","60.194 L, 2.126 ft³"
Cooler Master Q300L V2,//cdna.pcpartpicker.com/static/forever/images/product/882cbc6a90eb5a67014417560e8a44b8.256p.jpg,$59.98 ,Cooler Master,Q300LV2-KGNN-S00,MicroATX Mini Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 2x2 Type-C, USB 3.2 Gen 1 Type-A","Micro ATX, Mini ITX","360 mm / 14.173""","1 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"387 mm x 230 mm x 383 mm, 15.236"" x 9.055"" x 15.079""","34.091 L, 1.204 ft³"
Fractal Design Torrent,//cdna.pcpartpicker.com/static/forever/images/product/6ed0eafe090016aba2869fcd8aa5debf.256p.jpg,$189.99 ,Fractal Design,FD-C-TOR1A-01,ATX Mid Tower,Black,None,Tinted Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX, SSI CEB, SSI EEB","423 mm / 16.654"" With Drive Cages, 461 mm / 18.15"" Without Drive Cages","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"544 mm x 242 mm x 530 mm, 21.417"" x 9.528"" x 20.866""","69.773 L, 2.464 ft³"
Lian Li PC-O11 Dynamic,//cdna.pcpartpicker.com/static/forever/images/product/1e42c74f4d4dd535364465ca3f3a4d83.256p.jpg,,Lian Li,PC-O11DX,ATX Full Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","420 mm / 16.535""","3 x Internal 3.5"", 3 x Internal 2.5""",8 x Full-Height,"445 mm x 272 mm x 446 mm, 17.52"" x 10.709"" x 17.559""","53.984 L, 1.906 ft³"
Cougar MX330-X,//cdna.pcpartpicker.com/static/forever/images/product/7e3dc0c307469231da0703b690b7781e.256p.jpg,$53.99 ,Cougar,"MX330-X, 385NC10.00",ATX Mid Tower,Black,None,None,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","350 mm / 13.78""","1 x External 5.25"", 2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"427 mm x 195 mm x 473 mm, 16.811"" x 7.677"" x 18.622""","39.384 L, 1.391 ft³"
Antec NX100,//cdna.pcpartpicker.com/static/forever/images/product/d112db057e4d5887059ae2ab3adde13c.256p.jpg,$40.22 ,Antec,0-761345-80022-8,ATX Mid Tower,Black / Gray,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","350 mm / 13.78""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"430 mm x 190 mm x 462 mm, 16.929"" x 7.48"" x 18.189""","37.745 L, 1.333 ft³"
Fractal Design Focus 2,//cdna.pcpartpicker.com/static/forever/images/product/a75aec0b8270019ecc2a4b4141b11f52.256p.jpg,$69.99 ,Fractal Design,FD-C-FOC2A-07,ATX Mid Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","405 mm / 15.945""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"472 mm x 215 mm x 451 mm, 18.583"" x 8.465"" x 17.756""","45.767 L, 1.616 ft³"
