Name,Image URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
PNY VCG84512D3SPPB,https://m.media-amazon.com/images/I/41buMNrsFTL.jpg,$99.99 ,PNY,VCG84512D3SPPB,GeForce 8400 GS,0.5 GB,DDR3,520 MHz,N/A,1580 MHz,PCI,Black / Blue,None,N/A,30 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD 310455937500,/static/forever/img/no-image.png,,AMD,3.10E+11,Radeon HD 6770,1 GB,GDDR5,N/A,N/A,N/A,PCIe x16,N/A,None,N/A,108 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
EVGA ACX,https://images-na.ssl-images-amazon.com/images/I/41HbYpwFqoL.jpg,,EVGA,02G-P4-2763-KR,GeForce GTX 760,2 GB,GDDR5,980 MHz,N/A,6008 MHz,PCIe x16,Black / Silver,G-Sync,241 mm,170 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
MSI N750TI-2GD5/OC,//cdna.pcpartpicker.com/static/forever/images/product/3881fb96d38d599640337c9444640dad.256p.jpg,,MSI,N750TI-2GD5/OC,GeForce GTX 750 Ti,2 GB,GDDR5,1059 MHz,1137 MHz,5400 MHz,PCIe x16,Black,G-Sync,212 mm,60 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVGA Superclocked,//cdna.pcpartpicker.com/static/forever/images/product/f7d25da8267f40bc1af9499c71ebf0dd.256p.jpg,,EVGA,02G-P4-3753-KR,GeForce GTX 750 Ti,2 GB,GDDR5,1176 MHz,1255 MHz,5400 MHz,PCIe x16,Black / Silver,G-Sync,170 mm,60 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,N/A
Sapphire Dual-X,https://m.media-amazon.com/images/I/41pjIBPE5FL.jpg,,Sapphire,100365L,Radeon R9 270,2 GB,GDDR5,920 MHz,945 MHz,5600 MHz,PCIe x16,Black / Silver,None,228 mm,150 W,2,2,2 Fans,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI N740-4GD3,//cdna.pcpartpicker.com/static/forever/images/product/8e8532b39e98f930e11c65eee1da5906.256p.jpg,,MSI,N740-4GD3,GeForce GT 740,4 GB,DDR3,1006 MHz,N/A,1782 MHz,PCIe x16,Black / Blue,None,165 mm,64 W,2,2,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Asus STRIX-GTX950-DC2OC-2GD5-GAMING,https://m.media-amazon.com/images/I/41d7Smz5-NL.jpg,,Asus,"STRIX-GTX950-DC2OC-2, STRIX-GTX950-DC2OC-2GD5-GAMING",GeForce GTX 950,2 GB,GDDR5,1165 MHz,1355 MHz,6610 MHz,PCIe x16,Black / Red,G-Sync,221 mm,90 W,2,2,2 Fans,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte XTREME,https://m.media-amazon.com/images/I/51YCSJ6eA3L.jpg,,Gigabyte,GV-NTITANXXTREME-12GD-B,GeForce GTX Titan X,12 GB,GDDR5,1165 MHz,1226 MHz,7000 MHz,PCIe x16,Black / Silver,G-Sync,N/A,250 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
Asus STRIX,//cdna.pcpartpicker.com/static/forever/images/product/3da487d57209c5d30e3027cf8ab6d239.256p.jpg,,Asus,"STRIX-GTX1080-O8G-GAMING, ROG STRIX-GTX1080-O8G-GAMING",GeForce GTX 1080,8 GB,GDDR5X,1759 MHz,1936 MHz,10000 MHz,PCIe x16,Black,G-Sync,298 mm,180 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,2,2,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus STRIX OC,/static/forever/img/no-image.png,,Asus,STRIX-GTX1060-DC2O6G,GeForce GTX 1060 6GB,6 GB,GDDR5,1569 MHz,1811 MHz,8008 MHz,PCIe x16,Black / Red,G-Sync,218 mm,120 W,2,2,2 Fans,1 PCIe 6-pin,2,2,1,N/A,N/A,N/A,N/A,N/A
MSI AERO ITX,//cdna.pcpartpicker.com/static/forever/images/product/5d0ce74107faf0c8e88b1e9e76434aa1.256p.jpg,,MSI,"RX 560 AERO ITX 4G OC, Radeon RX 560 AERO ITX 4G OC, V809-2467R",Radeon RX 560 - 1024,4 GB,GDDR5,1196 MHz,1275 MHz,7000 MHz,PCIe x16,Black / White,FreeSync,155 mm,60 W,2,2,1 Fan,None,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/bc7bf5a498f96c3ebb32e915eb0939e5.256p.jpg,,Gigabyte,GV-N1650GAMING OC-4GD,GeForce GTX 1650 G5,4 GB,GDDR5,1665 MHz,1815 MHz,8002 MHz,PCIe x16,Black / Silver,G-Sync,265 mm,75 W,2,2,2 Fans,1 PCIe 6-pin,3,1,N/A,N/A,N/A,N/A,N/A,N/A
PNY Blower,https://m.media-amazon.com/images/I/41bJ1W+tMML.jpg,,PNY,VCG20708SBLMPB,GeForce RTX 2070 SUPER,8 GB,GDDR6,1605 MHz,1770 MHz,14000 MHz,PCIe x16,Black,G-Sync,281 mm,215 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
VisionTek 901315,//cdna.pcpartpicker.com/static/forever/images/product/b93502b11638e6af3400b242206d179d.256p.jpg,,VisionTek,901315,Radeon RX 5500 XT,4 GB,GDDR6,1607 MHz,1845 MHz,14000 MHz,PCIe x16,Black,FreeSync,178 mm,130 W,2,2,1 Fan,1 PCIe 8-pin,1,1,N/A,N/A,N/A,N/A,N/A,N/A
Zotac GAMING AMP,https://m.media-amazon.com/images/I/311qUWQnhsL.jpg,,Zotac,ZT-T20710D-10P,GeForce RTX 2070 SUPER,8 GB,GDDR6,1605 MHz,1800 MHz,14000 MHz,PCIe x16,Black,G-Sync,268 mm,215 W,2,3,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus STRIX GAMING,//cdna.pcpartpicker.com/static/forever/images/product/4b7e583b9feddd898d682deba86f4eb5.256p.jpg,,Asus,"ROG-STRIX-RTX3080-10G-GAMING, 90YV0FA0-M0NM00",GeForce RTX 3080 10GB,10 GB,GDDR6X,1440 MHz,1740 MHz,19500 MHz,PCIe x16,Black,G-Sync,318 mm,320 W,2,3,3 Fans,3 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,N/A
Palit GameRock,//cdna.pcpartpicker.com/static/forever/images/product/36656d1d75d0e7ed9dcfb553ee48b3f3.256p.jpg,,Palit,NED3090T19SB-1021G,GeForce RTX 3090,24 GB,GDDR6X,1395 MHz,N/A,19500 MHz,PCIe x16,Silver / Black,G-Sync,304 mm,370 W,2,3,3 Fans,3 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
PowerColor AXRX 6800XT 16GBD6-M2DHC,//cdna.pcpartpicker.com/static/forever/images/product/c01c29554948192d0e7f380df96ab68e.256p.jpg,,PowerColor,AXRX 6800XT 16GBD6-M2DHC,Radeon RX 6800 XT,16 GB,GDDR6,1825 MHz,2250 MHz,16000 MHz,PCIe x16,Black / Silver,FreeSync,267 mm,300 W,2,3,3 Fans,2 PCIe 8-pin,1,2,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte GAMING,//cdna.pcpartpicker.com/static/forever/images/product/915cf7f4c64f8946ac5fb8848ef4e7de.256p.jpg,,Gigabyte,GV-N309TGAMING-24GD,GeForce RTX 3090 Ti,24 GB,GDDR6X,1560 MHz,1860 MHz,N/A,PCIe x16,Black,G-Sync,331 mm,450 W,2,4,3 Fans,1 PCIe 16-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI MECH 2X,//cdna.pcpartpicker.com/static/forever/images/product/5bf0e4953d720690a1c3e0e3e953418c.256p.jpg,,MSI,Radeon RX 6650 XT MECH 2X 8G,Radeon RX 6650 XT,8 GB,GDDR6,2055 MHz,N/A,N/A,PCIe x16,Silver / Black,FreeSync,235 mm,175 W,2,3,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
XFX Speedster QICK 319 Ultra,https://m.media-amazon.com/images/I/31Aii9MUMzL.jpg,,XFX,RX-675XYLUDP,Radeon RX 6750 XT,12 GB,GDDR6,2150 MHz,2623 MHz,N/A,PCIe x16,Silver / Black,FreeSync,323 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
GALAX EX Gamer (1-Click OC),/static/forever/img/no-image.png,,GALAX,47UZM6MD9BUP,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2655 MHz,N/A,PCIe x16,Black,G-Sync,323 mm,285 W,3,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Inno3D iChill X3,//cdna.pcpartpicker.com/static/forever/images/product/0c4d37ccdd334b17cef85f5464952101.256p.jpg,,Inno3D,C40703-126XX-186148H,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2535 MHz,N/A,PCIe x16,Black / Gray,G-Sync,334 mm,200 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
EVGA XC HYBRID GAMING,//cdna.pcpartpicker.com/static/forever/images/product/4bb4436f567f70e380671a9fcd2e1764.256p.jpg,$899.95 ,EVGA,08G-P4-3188-KR,GeForce RTX 2080 SUPER,8 GB,GDDR6,1650 MHz,1830 MHz,15500 MHz,PCIe x16,Transparent / Black,G-Sync,266 mm,250 W,2,2,120 mm Radiator + 1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
ATI FirePro 2270,https://m.media-amazon.com/images/I/410uf-y35SL.jpg,$99.98 ,ATI,100-505651,FirePro 2270,0.5 GB,DDR3,600 MHz,N/A,1200 MHz,PCIe x16,Black / Red,None,170 mm,15 W,1,1,Fanless,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte OC Low Profile,//cdna.pcpartpicker.com/static/forever/images/product/1fccef8337ab193dadeb843d3605b359.256p.jpg,,Gigabyte,GV-N1656OC-4GL,GeForce GTX 1650 G6,4 GB,GDDR6,1410 MHz,1620 MHz,12000 MHz,PCIe x16,Black,G-Sync,167 mm,75 W,2,2,2 Fans,None,2,1,1,N/A,N/A,N/A,N/A,N/A
EVGA XC3 ULTRA HYBRID GAMING,//cdna.pcpartpicker.com/static/forever/images/product/4a03f54ed1328278b28a49e86b2cb9f3.256p.jpg,,EVGA,12G-P5-3958-KR,GeForce RTX 3080 Ti,12 GB,GDDR6X,1365 MHz,1725 MHz,19000 MHz,PCIe x16,Black,G-Sync,263 mm,350 W,2,2,240 mm Radiator + 1 Fan,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus GTX660 TI-DC2O-2GD5,https://m.media-amazon.com/images/I/41JdqGISZSL.jpg,,Asus,GTX660 TI-DC2O-2GD5,GeForce GTX 660 Ti,2 GB,GDDR5,1028 MHz,N/A,6008 MHz,PCIe x16,Black / Red,G-Sync,271 mm,150 W,2,2,2 Fans,None,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
MSI TWIN FROZR,//cdna.pcpartpicker.com/static/forever/images/product/e25fba1b15f7228244e36e23ec9471b6.256p.jpg,,MSI,N770 TF 2GD5/OC,GeForce GTX 770,2 GB,GDDR5,1098 MHz,N/A,7010 MHz,PCIe x16,Black / Red,G-Sync,260 mm,230 W,2,2,2 Fans,2 PCIe 8-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
EVGA Superclocked ACX,https://m.media-amazon.com/images/I/41KaaBAxFFL.jpg,,EVGA,02G-P4-2774-KR,GeForce GTX 770,2 GB,GDDR5,1111 MHz,N/A,7010 MHz,PCIe x16,Black / Gold,G-Sync,267 mm,230 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
EVGA FTW ACX 2.0,//cdna.pcpartpicker.com/static/forever/images/product/5e31107b2c8136c43b4023f9fbcd1e87.256p.jpg,,EVGA,04G-P4-2978-KR,GeForce GTX 970,4 GB,GDDR5,1216 MHz,1367 MHz,7101 MHz,PCIe x16,Black / Blue,G-Sync,241 mm,145 W,2,2,2 Fans,2 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
MSI GTX 960 4GD5T OC,//cdna.pcpartpicker.com/static/forever/images/product/fa05b83221c51e8a137f6325d210b517.256p.jpg,,MSI,"GTX 960 4GD5T OC, V320-044R",GeForce GTX 960,4 GB,GDDR5,1178 MHz,1241 MHz,7010 MHz,PCIe x16,Black / White,G-Sync,273 mm,120 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
EVGA CLASSIFIED GAMING ACX 3.0,//cdna.pcpartpicker.com/static/forever/images/product/d7b9d9135de6ccd8a1ed0fd9da7c2618.256p.jpg,,EVGA,08G-P4-6386-KR,GeForce GTX 1080,8 GB,GDDR5X,1721 MHz,1860 MHz,10000 MHz,PCIe x16,Black / Red,G-Sync,267 mm,180 W,2,2,2 Fans,2 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus STRIX,//cdna.pcpartpicker.com/static/forever/images/product/9ee4b02bca429054ccec42c2b328415b.256p.jpg,,Asus,"ROG STRIX-RX470-O4G-GAMING, STRIX-RX470-O4G-GAMING",Radeon RX 470,4 GB,GDDR5,926 MHz,1270 MHz,6600 MHz,PCIe x16,Black,FreeSync,242 mm,120 W,2,2,2 Fans,1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Palit Dual,https://images-eu.ssl-images-amazon.com/images/I/51rhr9J3L0L.jpg,,Palit,"NE51070015P2-1043D, NE51070015P2D",GeForce GTX 1070,8 GB,GDDR5,1506 MHz,1683 MHz,8000 MHz,PCIe x16,Black,G-Sync,252 mm,150 W,2,2,2 Fans,1 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus STRIX,https://m.media-amazon.com/images/I/41oMMps82pL.jpg,,Asus,"ROG-STRIX-RX580-8G-GAMING, 90YV0AK2-M0NA00",Radeon RX 580,8 GB,GDDR5,1257 MHz,1360 MHz,8000 MHz,PCIe x16,Black,FreeSync,298 mm,185 W,2,3,3 Fans,1 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Asus GT710-SL-2GD5,//cdna.pcpartpicker.com/static/forever/images/product/22e728e0674b34aa2cc8ac588f597517.256p.jpg,$205.09 ,Asus,"GT710-SL-2GD5, 90YV0AL1-M0NA00",GeForce GT 710,2 GB,GDDR5,954 MHz,N/A,5012 MHz,PCIe x16,Blue / Silver,None,167 mm,19 W,1,1,Fanless,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Gigabyte MINI ITX,//cdna.pcpartpicker.com/static/forever/images/product/125052dc0192d8308657b7949a7b4b16.256p.jpg,,Gigabyte,GV-N1080IX-8GD,GeForce GTX 1080,8 GB,GDDR5X,1607 MHz,1771 MHz,10010 MHz,PCIe x16,N/A,G-Sync,169 mm,180 W,2,2,1 Fan,1 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus ROG STRIX,https://m.media-amazon.com/images/I/51ZZx7-EyPL.jpg,,Asus,ROG-STRIX-RXVEGA56-O8G-GAMING,Radeon RX VEGA 56,8 GB,HBM2,1297 MHz,1573 MHz,800 MHz,PCIe x16,N/A,FreeSync,298 mm,210 W,2,3,3 Fans,2 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
ASRock Phantom Gaming,//cdna.pcpartpicker.com/static/forever/images/product/4a2b21a78bd67f5020dd50cd64cc96df.256p.jpg,,ASRock,"RX550 2G, PhantomGamingRX5502G",Radeon RX 550 - 512,2 GB,GDDR5,1183 MHz,N/A,6000 MHz,PCIe x16,Black / Silver,FreeSync,170 mm,50 W,2,2,1 Fan,None,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Asus STRIX GAMING,//cdna.pcpartpicker.com/static/forever/images/product/7f1d95ebe17a9298795d3e5cc7f8d50e.256p.jpg,,Asus,"ROG-STRIX-RTX2080S-8G-GAMING, 90YV0DH2-M0NM00",GeForce RTX 2080 SUPER,8 GB,GDDR6,1650 MHz,1845 MHz,15500 MHz,PCIe x16,Black,G-Sync,300 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
GALAX EX White,//cdna.pcpartpicker.com/static/forever/images/product/698bdc84107c7a5fad7c22d62ceb60d1.256p.jpg,,GALAX,26NRL7HPY3EW,GeForce RTX 2060,6 GB,GDDR6,1365 MHz,1725 MHz,14000 MHz,PCIe x16,N/A,G-Sync,245 mm,160 W,2,2,2 Fans,1 PCIe 8-pin,1,1,1,N/A,N/A,N/A,N/A,N/A
Asus Expedition,//cdna.pcpartpicker.com/static/forever/images/product/2b505c20f8594c48f614ee400b57c3fa.256p.jpg,,Asus,"EX-GTX1060-O6G, 90YV0A28-M0NA00",GeForce GTX 1060 6GB,6 GB,GDDR5,1569 MHz,1809 MHz,8008 MHz,PCIe x16,Black / Red,G-Sync,240 mm,120 W,2,2,2 Fans,1 PCIe 6-pin,2,2,1,N/A,N/A,N/A,N/A,N/A
PowerColor Red Dragon,//cdna.pcpartpicker.com/static/forever/images/product/f0f4c53e097b0849ab6b0f4f28d89a44.256p.jpg,,PowerColor,AXRX 5500 XT 8GBD6-3DHR/OC,Radeon RX 5500 XT,8 GB,GDDR6,1737 MHz,1845 MHz,14000 MHz,PCIe x16,Black,FreeSync,227 mm,130 W,2,2,2 Fans,1 PCIe 8-pin,1,1,1,N/A,N/A,N/A,N/A,N/A
Gigabyte GAMING OC WHITE,//cdna.pcpartpicker.com/static/forever/images/product/69fd5811492059347e502c154256f369.256p.jpg,,Gigabyte,GV-N206SGAMINGOC WHITE-8GC,GeForce RTX 2060 SUPER,8 GB,GDDR6,1650 MHz,1815 MHz,14000 MHz,PCIe x16,White / Black,G-Sync,280 mm,175 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
GALAX SG,//cdna.pcpartpicker.com/static/forever/images/product/bf181e5c04f925ca37aab445709a94c9.256p.jpg,,GALAX,38NWM3MD99NN,GeForce RTX 3080 10GB,10 GB,GDDR6X,1440 MHz,1725 MHz,19000 MHz,PCIe x16,Black,G-Sync,329 mm,320 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte GV-R68-16GC-B,//cdna.pcpartpicker.com/static/forever/images/product/5b964503d7d7ed169444329491dd9d7c.256p.jpg,,Gigabyte,GV-R68-16GC-B,Radeon RX 6800,16 GB,GDDR6,1700 MHz,2105 MHz,16000 MHz,PCIe x16,Black / Silver,FreeSync,267 mm,250 W,2,2,3 Fans,2 PCIe 8-pin,1,2,N/A,N/A,N/A,N/A,N/A,N/A
MSI GAMING TRIO,//cdna.pcpartpicker.com/static/forever/images/product/ebb8fbfc390633db15e071b6bf3ff3c8.256p.jpg,,MSI,GeForce RTX 3080 Ti GAMING TRIO 12G,GeForce RTX 3080 Ti,12 GB,GDDR6X,1365 MHz,1695 MHz,19000 MHz,PCIe x16,Black / Silver,G-Sync,324 mm,350 W,2,3,3 Fans,3 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
GALAX EX (1-Click OC),https://m.media-amazon.com/images/I/4191UOPajVL.jpg,,GALAX,35NSL8MD6YEX,GeForce RTX 3050 8GB,8 GB,GDDR6,1550 MHz,1822 MHz,N/A,PCIe x16,Black / Silver,G-Sync,209 mm,130 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus Turbo,/static/forever/img/no-image.png,,Asus,turbo-rtx3070-8g,GeForce RTX 3070,8 GB,GDDR6,1500 MHz,1755 MHz,N/A,PCIe x16,Black,G-Sync,269 mm,220 W,2,2,1 Fan,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Colorful NB-V,/static/forever/img/no-image.png,,Colorful,RTX2060 NB-V,GeForce RTX 2060,6 GB,GDDR6,1365 MHz,1680 MHz,N/A,PCIe x16,Red / Black,G-Sync,222 mm,160 W,2,2,2 Fans,1 PCIe 8-pin,1,1,1,N/A,N/A,N/A,N/A,N/A
XFX RX-79GMERCBR,/static/forever/img/no-image.png,$569.99 ,XFX,RX-79GMERCBR,Radeon RX 7900 GRE,16 GB,GDDR6,1270 MHz,2395 MHz,18000 MHz,PCIe x16,Black,FreeSync,335 mm,260 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Sapphire TOXIC Limited Edition,//cdna.pcpartpicker.com/static/forever/images/product/d7b812c13e701918185c0e697f28abf4.256p.jpg,"$1,334.93 ",Sapphire,11308-06-20G,Radeon RX 6900 XT,16 GB,GDDR6,1825 MHz,2600 MHz,N/A,PCIe x16,Black,FreeSync,270 mm,400 W,2,3,360 mm Radiator + 1 Fan,2 PCIe 8-pin + 1 PCIe 6-pin,1,N/A,N/A,N/A,3,N/A,N/A,N/A
Lenovo 4X61D97085,//cdna.pcpartpicker.com/static/forever/images/product/9ee552311ee0d15ac50ad940767a700a.256p.jpg,"$2,549.99 ",Lenovo,4X61D97085,RTX A5000,24 GB,GDDR6,1170 MHz,1695 MHz,16000 MHz,PCIe x16,Black,None,267 mm,230 W,2,2,1 Fan,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A
Inno3D TWIN X2 OC WHITE,https://m.media-amazon.com/images/I/41sdChHEpJL.jpg,,Inno3D,N40702-126XX-185252W,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2505 MHz,N/A,PCIe x16,White / Silver,G-Sync,250 mm,200 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
ASRock Phantom Gaming U OC,https://m.media-amazon.com/images/I/41CPB-xUjzL.jpg,,ASRock,"PHANTOM GUR RX590 8G OC, 90-GA13ZZ-00UANZ",Radeon RX 590,8 GB,GDDR5,1469 MHz,1560 MHz,8000 MHz,PCIe x16,Black,FreeSync,279 mm,225 W,2,2,2 Fans,1 PCIe 8-pin,2,2,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
EVGA 512-P3-N871-AR,//cdna.pcpartpicker.com/static/forever/images/product/92e6b7056e0551282667c061b03b4f34.256p.jpg,,EVGA,512-P3-N871-AR,GeForce 9800 GTX+,0.5 GB,DDR3,N/A,N/A,N/A,PCIe x16,Black / Green,None,N/A,30 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Asus ENGTX580 DCII/2DIS/1536MD5,https://images-na.ssl-images-amazon.com/images/I/41iK2TXTZxL.jpg,,Asus,ENGTX580 DCII/2DIS/1536MD5,GeForce GTX 580,1.5 GB,GDDR5,782 MHz,N/A,4008 MHz,PCIe x16,Black / Red,None,292 mm,244 W,3,3,2 Fans,None,1,1,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
MSI TWIN FROZR,//cdna.pcpartpicker.com/static/forever/images/product/f63d1e974a1fb62e59f223ab9d435388.256p.jpg,,MSI,R9 280X GAMING 3G,Radeon R9 280X,3 GB,GDDR5,1000 MHz,1050 MHz,6000 MHz,PCIe x16,Black / Red,None,269 mm,250 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
NVIDIA VCQK4000-PB,/static/forever/img/no-image.png,,NVIDIA,VCQK4000-PB,Quadro K4000,3 GB,GDDR5,810 MHz,N/A,5616 MHz,PCIe x16,Black,None,N/A,80 W,1,1,1 Fan,None,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A
EVGA 12G-P4-2990-KR,https://m.media-amazon.com/images/I/416Re6cKtqL.jpg,,EVGA,12G-P4-2990-KR,GeForce GTX Titan X,12 GB,GDDR5,1000 MHz,1075 MHz,7010 MHz,PCIe x16,Black / Silver,G-Sync,282 mm,250 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
Asus 90YV0810-U0NA00,//cdna.pcpartpicker.com/static/forever/images/product/b5ef3ab3d379556a5ba7359f15083259.256p.jpg,"$1,698.00 ",Asus,"90YV0810-U0NA00, GTXTITANX-12GD5",GeForce GTX Titan X,12 GB,GDDR5,1000 MHz,1075 MHz,7010 MHz,PCIe x16,Black / Silver,G-Sync,282 mm,250 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
EVGA 01G-P3-1731-KR,//cdna.pcpartpicker.com/static/forever/images/product/41634765f3fc766e3668ddfeb845e68f.256p.jpg,,EVGA,01G-P3-1731-KR,GeForce GT 730,1 GB,DDR3,902 MHz,N/A,1800 MHz,PCIe x8,Black / Green,None,69 mm,49 W,1,2,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Asus ROG STRIX,//cdna.pcpartpicker.com/static/forever/images/product/b58f8e98180a884cff3bbe23e73349fd.256p.jpg,,Asus,"ROG STRIX-RX480-O8G-GAMING, STRIX-RX480-O8G-GAMING",Radeon RX 480,8 GB,GDDR5,1120 MHz,1330 MHz,8000 MHz,PCIe x16,Black,FreeSync,298 mm,150 W,2,2,3 Fans,1 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
