Name,Image URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
Silverstone IceMyst 360,//cdna.pcpartpicker.com/static/forever/images/product/3ae398d8c04d2f6c39217d6bb7a315cc.256p.jpg,$136.99 ,Silverstone,IceMyst 360,SST-IM360-ARGB,500 - 2200 RPM,12.1 - 33.1 dB,Silver / Black,70 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
EK AIO 360 D-RGB,//cdna.pcpartpicker.com/static/forever/images/product/cb96d9e5a99db509e759e8fe442a654d.256p.jpg,,EK,AIO 360 D-RGB,"EK-AIO 360 D-RGB, 3831109815847",450 - 2600 RPM,36.4 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Razer Hanbo Chroma,//cdna.pcpartpicker.com/static/forever/images/product/551197ef146855b3fdc9403642420917.256p.jpg,$179.99 ,Razer,Hanbo Chroma,"RC21-01770100-R3M1, RC21-01770100-R3U1",N/A,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,7
Thermalright Frozen Vision 360,//cdna.pcpartpicker.com/static/forever/images/product/f5683de98c89b6f39e2e1c3a6b75de02.256p.jpg,,Thermalright,Frozen Vision 360,Frozen Vision 360 WHITE,2150 RPM,27 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Deepcool AG400 DIGITAL BK ARGB,//cdna.pcpartpicker.com/static/forever/images/product/bdc9f0d52963b05159168e2c48a5348e.256p.jpg,,Deepcool,AG400 DIGITAL BK ARGB,R-AG400-BKADMN-G-1,500 - 2100 RPM,31.6 dB,Black,153 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
ID-COOLING SE-207-XT SLIM SNOW,https://m.media-amazon.com/images/I/51kiJQqBgmL.jpg,$34.99 ,ID-COOLING,N/A,SE-207-XT SLIM SNOW,700 - 1800 RPM,15.2 - 35.2 dB,White,135 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Alphacool Eisbaer Pro Aurora,//cdna.pcpartpicker.com/static/forever/images/product/8af75642009d2cb5ec4f4c803ff8ffeb.256p.jpg,$214.95 ,Alphacool,N/A,11774,N/A,31.5 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2011-3 Narrow, LGA2066",Yes - 420 mm,No,7
ENDORFY Navis F360,//cdna.pcpartpicker.com/static/forever/images/product/d1f728f4cffda4bc9e2d08c27da2012a.256p.jpg,$152.11 ,ENDORFY,Navis F360,EY3B003,250 - 1800 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Lian Li Galahad AIO360 (2022),https://m.media-amazon.com/images/I/31raPw2MjEL.jpg,$249.95 ,Lian Li,Galahad AIO360 (2022),"GA-360A WHITE, GALAHAD 360 RGB WHITE V2",800 - 1900 RPM,32 dB,White / Silver,62 mm,"AM4, AM5, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
Deepcool Castle 240 RGB V2,//cdna.pcpartpicker.com/static/forever/images/product/db193820fd2abe981f56a6ab8f7912da.256p.jpg,,Deepcool,Castle 240 RGB V2,DP-GS-H12AR-CSL240V2,500 - 1800 RPM,30 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
be quiet! Dark Rock 3,//cdna.pcpartpicker.com/static/forever/images/product/ba5d9f5b9fc5e916e1cc609ac5d5298c.256p.jpg,,be quiet!,Dark Rock 3,BK018,400 - 1400 RPM,8.4 - 21.1 dB,N/A,160 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,10
Thermaltake TH360 ARGB Sync,https://m.media-amazon.com/images/I/41+al4Qe-JL.jpg,$101.99 ,Thermaltake,TH360 ARGB Sync,"CL-W302-PL12SW-A, CL-W302-PL12SW-B",1500 RPM,28.2 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ENDORFY Spartan 5 MAX,//cdna.pcpartpicker.com/static/forever/images/product/c1ff52afc71207c9a6b7bdc4609cc460.256p.jpg,$38.45 ,ENDORFY,N/A,EY3A003,250 - 1500 RPM,N/A,Black / Silver,146 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,8
Cooler Master Hyper 212 LED,//cdna.pcpartpicker.com/static/forever/images/product/f7bd01926b7e4b2ee0b996be79f20280.256p.jpg,$47.80 ,Cooler Master,Hyper 212 LED,RR-212L-16PR-R1,600 - 1600 RPM,9 - 31 dB,N/A,160 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,10
Cooler Master Wraith Ripper,https://images-fe.ssl-images-amazon.com/images/I/41TU5YjchHL.jpg,$269.00 ,Cooler Master,Wraith Ripper,MAM-D7PN-DWRPS-T1,N/A,0 - 38 dB,Black,160 mm,"sTR4, sTRX4",No,No,9
Corsair H80i v2,https://images-fe.ssl-images-amazon.com/images/I/41vqiDrvrIL.jpg,,Corsair,H80i v2,"CW-9060024-WW, H80i V2",2435 RPM,37.7 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
Cooler Master Hyper T20,//cdna.pcpartpicker.com/static/forever/images/product/f280d888d1f16287d1d3c3adb3cec5da.256p.jpg,$30.00 ,Cooler Master,Hyper T20,RR-T20-20FK-R1,2000 RPM,30 dB,Black / Silver,117 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,10
Thermaltake TOUGHAIR 310,//cdna.pcpartpicker.com/static/forever/images/product/c6e503856a421b8e7059d1a837bea8a7.256p.jpg,$31.99 ,Thermaltake,TOUGHAIR 310,CL-P074-AL12BL-A,500 - 2000 RPM,23.6 dB,Black / Gray,160 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Scythe Mugen 6,//cdna.pcpartpicker.com/static/forever/images/product/903007f7faf8d269ca7703ec64a4fafe.256p.jpg,$46.99 ,Scythe,N/A,SCMG-6000,300 - 2000 RPM,3 - 26.88 dB,Black,154 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermaltake TH420 V2 ARGB Sync,//cdna.pcpartpicker.com/static/forever/images/product/26c0a3a2ae702e4a3bea70d2673a64eb.256p.jpg,$114.99 ,Thermaltake,TH420 V2 ARGB Sync,CL-W376-PL14SW-A,500 - 1800 RPM,34.7 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,9
Noctua NH-L12Sx77,https://m.media-amazon.com/images/I/41P-P0nK4yL.jpg,$74.90 ,Noctua,N/A,NH-L12Sx77,450 - 1850 RPM,16.8 - 23.9 dB,Silver / Beige,77 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Enermax Liqmax III 240 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/2c3fcc0df535f093d1489ca37bf19e90.256p.jpg,$69.99 ,Enermax,Liqmax III 240 ARGB,ELC-LMT240-ARGB,500 - 1600 RPM,14 - 27 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Cooler Master Hyper 212 Halo SF6 Ryu,//cdna.pcpartpicker.com/static/forever/images/product/696c92940abc880b7fd60710a7c4c711.256p.jpg,$49.50 ,Cooler Master,Hyper 212 Halo SF6 Ryu,RR-S4WW-20PA-RY,650 - 2050 RPM,27 dB,White / Orange,154 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
KOLINK Umbra EX180 Black Edition,//cdna.pcpartpicker.com/static/forever/images/product/7146b23dae711539b5e91f0f2961589b.256p.jpg,$42.48 ,KOLINK,Umbra EX180 Black Edition,"PGW-CC-KOL-002, UMBRA-EX180-BLACK-EDITION",800 - 1800 RPM,28.6 dB,Black,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Thermaltake TH360 ARGB Sync,https://m.media-amazon.com/images/I/410aqaV-1ZL.jpg,$103.99 ,Thermaltake,TH360 ARGB Sync,"CL-W300-PL12SW-A, CL-W300-PL12SW-B",1500 RPM,28.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Asus TUF Gaming LC 120 RGB,//cdna.pcpartpicker.com/static/forever/images/product/b583e238ca990cc04e5f90d4a8b5a01f.256p.jpg,,Asus,TUF Gaming LC 120 RGB,90RC0081-M0AAY0,800 - 2000 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
Gigabyte AORUS ATC800,//cdna.pcpartpicker.com/static/forever/images/product/439599c757f5965eca82fda7737f11b1.256p.jpg,$215.00 ,Gigabyte,AORUS ATC800,"GP-ATC800, ATC800",600 - 2000 RPM,18 - 31 dB,Black,163 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
ARCTIC Liquid Freezer 360,https://m.media-amazon.com/images/I/41nFR1tD5tL.jpg,,ARCTIC,Liquid Freezer 360,ACFRE00022A,500 - 1350 RPM,22.5 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
be quiet! Shadow Rock Slim 2,//cdna.pcpartpicker.com/static/forever/images/product/9c71e2b7b55c04f593c522031c24f971.256p.jpg,$44.90 ,be quiet!,Shadow Rock Slim 2,BK032,1400 RPM,11.5 - 23.7 dB,Black,161 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Silverstone Hydrogon H90 ARGB,https://m.media-amazon.com/images/I/41iE9hBL5IL.jpg,,Silverstone,Hydrogon H90 ARGB,SST-HYH90-ARGB,500 - 2600 RPM,11.3 - 34.6 dB,Black / Silver,48 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
ARCTIC Freezer 4U-M,//cdna.pcpartpicker.com/static/forever/images/product/becd355d3a3754d58df8855d9964429a.256p.jpg,$54.99 ,ARCTIC,N/A,ACFRE00133A,400 - 2300 RPM,40 dB,Black / Silver,141 mm,"sTR4, sTRX4",No,No,9
Corsair H115i PRO,//cdna.pcpartpicker.com/static/forever/images/product/018e9b047efd62d8fe78fc3e6d4f5d62.256p.jpg,$249.99 ,Corsair,H115i PRO,CW-9060032-WW,1200 RPM,20.4 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
Thermalright AXP90-X53,https://m.media-amazon.com/images/I/41CdEaGI9EL.jpg,,Thermalright,N/A,AXP90-X53 FULL BLACK,2700 RPM,22.4 dB,Black,53 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermalright Silver Soul 135,https://m.media-amazon.com/images/I/51vyhQhWEVL.jpg,$32.90 ,Thermalright,Silver Soul 135,SS135,1850 RPM,29.6 dB,Silver,135 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
ID-COOLING IS-40X,//cdna.pcpartpicker.com/static/forever/images/product/1685f7c6ccecaadefb5a5d6c92176110.256p.jpg,$26.99 ,ID-COOLING,N/A,IS-40X,600 - 2500 RPM,14 - 33 dB,Black / White,45 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
Cooler Master MasterAir MA612 Stealth,//cdna.pcpartpicker.com/static/forever/images/product/78499447dc53bf3ac701b6b4e2da1986.256p.jpg,$63.99 ,Cooler Master,MasterAir MA612 Stealth,MAP-T6PS-218PK-R1,650 - 1800 RPM,8 - 27 dB,N/A,158 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Thermalright Frost Spirit 140,https://m.media-amazon.com/images/I/51dmkBxxETL.jpg,,Thermalright,N/A,"Frost Spirit 140, FS 140",1500 RPM,25.6 dB,Gray,158 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Yeston zeaginal Sakura,//cdna.pcpartpicker.com/static/forever/images/product/35fa987929573f5d719fe47dbed32c40.256p.jpg,$109.90 ,Yeston,N/A,Sakura 360-ARGB,900 - 1800 RPM,30 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,8
Phanteks GLACIER ONE 240D30,//cdna.pcpartpicker.com/static/forever/images/product/af89cc95b171ee2e02a37dee1658805f.256p.jpg,,Phanteks,GLACIER ONE 240D30,PH-GO240D30_DBK01,250 - 2000 RPM,30.2 dB,Black,51 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
KOLINK Umbra EX180,//cdna.pcpartpicker.com/static/forever/images/product/a3acedad9d1908d9ccf83c7c0bf6c627.256p.jpg,,KOLINK,N/A,"PGW-CC-KOL-001, UMBRA-EX180-ARGB",800 - 1800 RPM,28.6 dB,Black,157 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermaltake TOUGHAIR 510,//cdna.pcpartpicker.com/static/forever/images/product/a6bb7e8974889b9fd6e3a27d2dc737a5.256p.jpg,$46.99 ,Thermaltake,N/A,CL-P075-AL12BL-A,500 - 2000 RPM,23.6 dB,Black / Gray,160 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Alphacool Core Ocean T38,//cdna.pcpartpicker.com/static/forever/images/product/ac05e6673867fb91d4ef6d64b8a054ca.256p.jpg,$93.50 ,Alphacool,N/A,13054,N/A,0 - 36 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,7
Aerocool Cylon 4,//cdna.pcpartpicker.com/static/forever/images/product/2ebf95038181a36ba058561130516e4d.256p.jpg,$51.20 ,Aerocool,Cylon 4,ACTC-CL30410.01,800 - 1800 RPM,14 - 26 dB,Black,155 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",No,No,10
BitFenix Cube ARGB,//cdna.pcpartpicker.com/static/forever/images/product/d154e684035df561a0b0c7775fa7f88f.256p.jpg,$99.90 ,BitFenix,N/A,BFW-AIO-360-WW27A-RP,2000 RPM,34 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,8
ENDORFY Navis F360 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/dfa48950ed25589c17a5c9a407b39556.256p.jpg,$170.88 ,ENDORFY,Navis F360 ARGB,EY3B006,250 - 1800 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Thermaltake TH280 V2 ARGB Sync,https://m.media-amazon.com/images/I/31jfUcg573L.jpg,$109.99 ,Thermaltake,TH280 V2 ARGB Sync,CL-W377-PL14SW-A,500 - 1800 RPM,34.7 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Corsair iCUE H60i RGB PRO XT,//cdna.pcpartpicker.com/static/forever/images/product/8cbd47030939390856bc3ff48407971f.256p.jpg,$237.12 ,Corsair,iCUE H60i RGB PRO XT,CW-9060049-WW,2400 RPM,10 - 37 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,9
ID-COOLING FROZN A720 BLACK,https://m.media-amazon.com/images/I/41rNvDDQC3L.jpg,$69.98 ,ID-COOLING,N/A,FROZN A720 BLACK,500 - 2000 RPM,33.5 dB,Black,163 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Amazon Basics,https://m.media-amazon.com/images/I/41i7SY-d0nL.jpg,$29.69 ,Amazon,N/A,RR-H410-20PC-AS,600 - 2000 RPM,6 - 29 dB,N/A,136 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,8
Enermax ETS-N31-02,//cdna.pcpartpicker.com/static/forever/images/product/681623bad5c9610faddde99e58c921ae.256p.jpg,$22.99 ,Enermax,N/A,ETS-N31-02,800 - 2000 RPM,24.5 dB,Black / Silver,125 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",No,No,9
Fractal Design Lumen S28 V2,//cdna.pcpartpicker.com/static/forever/images/product/8fc9289e56cb76c2e4d41af9b953a499.256p.jpg,$194.17 ,Fractal Design,Lumen S28 V2,FD-W-L1-S2811,500 - 1700 RPM,10 - 35.5 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
ID-COOLING FROZN A610,https://m.media-amazon.com/images/I/41-Nw-FkCQL.jpg,$49.99 ,ID-COOLING,N/A,FROZN A610 ARGB,500 - 2000 RPM,29.9 dB,Black,155 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Antec Symphony ARGB,//cdna.pcpartpicker.com/static/forever/images/product/8c6187af178670cadf258b736d1e604d.256p.jpg,$150.74 ,Antec,N/A,0-761345-74044-9,800 - 1600 RPM,20 - 35 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
ID-COOLING DK-03,//cdna.pcpartpicker.com/static/forever/images/product/8cd7f429f66d5e9bb5ebac3832a1bf35.256p.jpg,,ID-COOLING,N/A,DK-03,1600 RPM,26.4 dB,N/A,63 mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,8
Enermax ETS-T50 AXE ARGB,//cdna.pcpartpicker.com/static/forever/images/product/96652f51aeefa4b98af2d67681958869.256p.jpg,$34.99 ,Enermax,ETS-T50 AXE ARGB,ETS-T50A-W-ARGB,500 - 1600 RPM,14 - 24 dB,White,160 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Lian Li Galahad AIO360 (2022),https://m.media-amazon.com/images/I/41kNtSl2oEL.jpg,,Lian Li,Galahad AIO360 (2022),"GA-360B BLACK, GALAHAD 360 RGB BLACK V2",800 - 1900 RPM,32 dB,Black / Silver,62 mm,"AM4, AM5, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
Antec VORTEX 240,//cdna.pcpartpicker.com/static/forever/images/product/a45bfaa86b76fe6286c3cab2f24e776b.256p.jpg,$102.51 ,Antec,VORTEX 240,"0-761345-74046-3, VORTEX 240 ARGB",600 - 2000 RPM,31.24 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Enermax ETS-T40F-TB,https://m.media-amazon.com/images/I/51pUPuAIFWL.jpg,$18.99 ,Enermax,N/A,ETS-T40F-TB,900 - 1800 RPM,11 - 21 dB,N/A,162 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
Alphacool Eisbaer Aurora 420,//cdna.pcpartpicker.com/static/forever/images/product/ed3ed8d3d4b222eaa01c6956a23b477e.256p.jpg,$189.95 ,Alphacool,Eisbaer Aurora 420,11731,600 - 1500 RPM,N/A,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,8
Thermalright Aqua Elite ARGB,https://m.media-amazon.com/images/I/41e+R85tRYL.jpg,,Thermalright,N/A,Aqua Elite 240 WHITE ARGB,1550 RPM,25.6 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Cooler Master Hyper 212 LED Turbo White Edition,//cdna.pcpartpicker.com/static/forever/images/product/96a583c2559c54b1358546e847f987d5.256p.jpg,,Cooler Master,Hyper 212 LED Turbo White Edition,RR-212TW-16PW-R1,600 - 1600 RPM,9 - 31 dB,White,160 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,10
ENDORFY Navis F240,//cdna.pcpartpicker.com/static/forever/images/product/c55a60977983fe5f7919d15a30e40b33.256p.jpg,$119.56 ,ENDORFY,Navis F240,EY3B001,250 - 1800 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Deepcool GAMMAXX L240 A-RGB,//cdna.pcpartpicker.com/static/forever/images/product/23fd7d2ac72f1070a1ba99981e5bbed4.256p.jpg,,Deepcool,GAMMAXX L240 A-RGB,DP-H12CF-GL240-ARGB,500 - 1800 RPM,30 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
ID-COOLING SL360,https://m.media-amazon.com/images/I/41T1FWmbwKL.jpg,,ID-COOLING,N/A,SL360,500 - 2000 RPM,29.9 dB,Black,58 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Thermalright Frozen Warframe ARGB,//cdna.pcpartpicker.com/static/forever/images/product/e85325f118022d8454235c180ed861b6.256p.jpg,,Thermalright,N/A,Frozen Warframe 360 WHITE ARGB,2000 RPM,22.1 dB,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Enermax AQUAFUSION ADV,https://m.media-amazon.com/images/I/413ufc1KmdL.jpg,$72.86 ,Enermax,N/A,ELC-AQFA360-SQA-W,500 - 2000 RPM,15 - 32.6 dB,White,54 mm,"AM2, AM2+, AM3, AM3+, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ARCTIC Freezer A35,//cdna.pcpartpicker.com/static/forever/images/product/992e3ae1ab4140931cce18dc106c2e40.256p.jpg,$42.23 ,ARCTIC,Freezer A35,ACFRE00112A,200 - 1800 RPM,N/A,Black / White,158 mm,"AM4, AM5",No,No,9
